Zip Code,Now married (except separated); Estimate; Population 15 years and over,Divorced; Estimate; Population 15 years and over,Never married; Estimate; Population 15 years and over
ZCTA5 39867,60.2,1,22.6
ZCTA5 39870,39.2,10.9,38.3
ZCTA5 39877,48.1,25.6,8.6
ZCTA5 39885,49.1,29.1,16.4
ZCTA5 39886,32.7,9.3,40.5
ZCTA5 39897,51.5,12.4,21.5
ZCTA5 40003,60.2,12.5,20.2
ZCTA5 40004,52.3,13.8,27.2
ZCTA5 40006,56,9.4,26
ZCTA5 40007,90.8,9.2,0
ZCTA5 40008,62,8.1,22.5
ZCTA5 40009,56,11.6,23.2
ZCTA5 40010,55.9,6.2,37.9
ZCTA5 40011,59.7,7.7,23.8
ZCTA5 40012,54.3,4.1,30
ZCTA5 40013,69.4,7.4,16.4
ZCTA5 40014,65.6,7.2,22.8
ZCTA5 40019,45.4,15.2,29
ZCTA5 40020,62.1,5.6,25.5
ZCTA5 40022,57.3,6.7,21.3
ZCTA5 40023,73.8,5.1,16.9
ZCTA5 40025,77.8,5.6,8.3
ZCTA5 40026,63,5.6,28.9
ZCTA5 40031,49.2,12.8,30.4
ZCTA5 40033,44.4,16.5,29
ZCTA5 40036,55,20.1,12.1
ZCTA5 40037,53.8,13.1,24.7
ZCTA5 40040,48.8,9.5,29.5
ZCTA5 40041,23.6,8.2,20.3
ZCTA5 40045,53.9,16.7,22.6
ZCTA5 40046,61.8,13.9,19.8
ZCTA5 40047,56.1,11.4,25.1
ZCTA5 40048,15.3,0,84.7
ZCTA5 40049,12.6,43.2,44.1
ZCTA5 40050,36.6,14.9,31.3
ZCTA5 40051,52.2,14,25
ZCTA5 40052,39.1,13.3,37.4
ZCTA5 40055,56,14.1,22
ZCTA5 40056,48.9,13.8,28.4
ZCTA5 40057,53.5,14.6,22.9
ZCTA5 40058,83.5,0,8.9
ZCTA5 40059,66.9,8.1,20.7
ZCTA5 40060,48.9,17.9,24.4
ZCTA5 40062,67.4,5.2,23.5
ZCTA5 40063,11.9,12.5,50.5
ZCTA5 40065,51.9,12.6,28
ZCTA5 40067,54.1,8.8,31.1
ZCTA5 40068,57.7,13.8,21.4
ZCTA5 40069,46.6,11.1,32.3
ZCTA5 40070,38.3,26.4,30.1
ZCTA5 40071,63.4,11,20.7
ZCTA5 40075,63.3,10.1,14.5
ZCTA5 40076,60.2,7.2,24.5
ZCTA5 40077,59.6,1.6,29.5
ZCTA5 40078,55.8,11.8,24.4
ZCTA5 40104,53.6,21.7,14.9
ZCTA5 40107,67.5,6.3,24.3
ZCTA5 40108,56.3,11.8,25.3
ZCTA5 40109,67,9.4,17.6
ZCTA5 40110,0,100,0
ZCTA5 40111,50.6,16.2,25.4
ZCTA5 40115,55.7,8.1,21.8
ZCTA5 40117,52.2,11,27.9
ZCTA5 40118,42.8,14.3,34.7
ZCTA5 40119,64.6,8.9,17
ZCTA5 40121,61.3,5.2,31.7
ZCTA5 40140,72.7,16.7,7.9
ZCTA5 40142,58.6,16.1,17.1
ZCTA5 40143,51.6,13,25.3
ZCTA5 40144,49.7,9.7,25.8
ZCTA5 40145,67.1,1,29.8
ZCTA5 40146,50.1,8.3,28.3
ZCTA5 40150,55,13.1,23.9
ZCTA5 40152,63.4,13.4,12.9
ZCTA5 40155,38.7,14.6,35.5
ZCTA5 40157,66.3,6.9,19.1
ZCTA5 40160,45.7,14.3,31.9
ZCTA5 40161,14.8,15.7,69.6
ZCTA5 40162,58.6,9.6,24.3
ZCTA5 40165,54.7,11.1,26.5
ZCTA5 40170,50.1,17.5,25.1
ZCTA5 40171,31.9,12.4,29.7
ZCTA5 40175,58.3,13.5,19.7
ZCTA5 40176,61.4,11.8,17.2
ZCTA5 40177,37.9,23.7,29
ZCTA5 40178,65.1,6.5,20.7
ZCTA5 40202,10.1,19.9,63.3
ZCTA5 40203,16.8,18.4,53.4
ZCTA5 40204,34.9,12.7,46
ZCTA5 40205,47,12.6,33.6
ZCTA5 40206,34.2,16.7,42.2
ZCTA5 40207,51.5,13.2,27.4
ZCTA5 40208,14.6,10.3,70.7
ZCTA5 40209,14,26.7,50.6
ZCTA5 40210,18.2,16,53.5
ZCTA5 40211,21.8,13.5,51.2
ZCTA5 40212,23.4,18.6,47.2
ZCTA5 40213,35.5,16,38
ZCTA5 40214,41.3,13,37.1
ZCTA5 40215,29.3,17.1,44.8
ZCTA5 40216,36.6,16.5,36.8
ZCTA5 40217,36.4,15.2,41.1
ZCTA5 40218,42.9,14.7,34.4
ZCTA5 40219,41.5,14,34.9
ZCTA5 40220,45.1,15.5,31.6
ZCTA5 40222,51.5,11.7,28
ZCTA5 40223,56.7,10.2,25.9
ZCTA5 40228,52,14.7,24.8
ZCTA5 40229,47.8,13.5,31.2
ZCTA5 40231,-,-,-
ZCTA5 40241,56.9,10.4,24.4
ZCTA5 40242,52.7,11.4,29.2
ZCTA5 40243,51.8,15.2,24.1
ZCTA5 40245,64.9,8.6,21.4
ZCTA5 40258,46.7,13.5,29.7
ZCTA5 40272,47.8,15.1,26.5
ZCTA5 40280,33.9,1.8,61.3
ZCTA5 40291,55.2,11.7,26.6
ZCTA5 40299,56.4,12.1,24.3
ZCTA5 40310,37.1,18.4,29.3
ZCTA5 40311,54.1,12.9,24
ZCTA5 40312,42.5,21.4,23
ZCTA5 40313,35.2,16.8,35.2
ZCTA5 40316,69.9,0,11.8
ZCTA5 40322,57.6,11,18.6
ZCTA5 40324,57.4,11,25.4
ZCTA5 40328,51.9,12.1,31.4
ZCTA5 40330,54.7,14.1,22.8
ZCTA5 40334,0,0,100
ZCTA5 40336,46.4,17.6,24.8
ZCTA5 40337,53.4,16.7,21
ZCTA5 40339,-,-,-
ZCTA5 40342,56.3,15.4,21
ZCTA5 40346,44.6,29.2,22.8
ZCTA5 40347,54.4,9.8,29.9
ZCTA5 40348,35.5,18.2,33.3
ZCTA5 40350,43.2,23.2,33.7
ZCTA5 40351,39.7,13.9,39.8
ZCTA5 40353,48.2,17.2,25.6
ZCTA5 40356,54.7,13,25.2
ZCTA5 40358,61.8,22.5,6.1
ZCTA5 40359,55.2,12.3,21
ZCTA5 40360,51.7,14.6,22.2
ZCTA5 40361,50,14.6,26.6
ZCTA5 40363,-,-,-
ZCTA5 40370,68.5,8.5,16.9
ZCTA5 40371,55.3,13.4,20.8
ZCTA5 40372,54.9,16.5,24.8
ZCTA5 40374,57,9.2,23
ZCTA5 40376,0,100,0
ZCTA5 40379,60.9,11,18.9
ZCTA5 40380,54.6,12.5,21.9
ZCTA5 40383,56.5,11.8,24.7
ZCTA5 40385,60.5,16.1,15.8
ZCTA5 40387,57.8,12.9,17.5
ZCTA5 40390,45.9,8.4,39
ZCTA5 40391,51.4,14.3,25
ZCTA5 40402,53.9,13.8,19.9
ZCTA5 40403,50.8,13.2,28
ZCTA5 40404,2,0.5,97.5
ZCTA5 40409,53.2,10.9,20.3
ZCTA5 40419,62.1,10.8,17.1
ZCTA5 40422,45,14.3,31.8
ZCTA5 40434,0,100,0
ZCTA5 40437,61.4,11.6,18
ZCTA5 40440,46.4,18.5,25.5
ZCTA5 40442,47.6,20.6,24.6
ZCTA5 40444,57.2,14.6,19.7
ZCTA5 40445,52.4,7.7,20.3
ZCTA5 40447,58.2,14,17
ZCTA5 40448,0,53.1,0
ZCTA5 40456,55.6,12.4,23.5
ZCTA5 40460,68.3,7.9,22.1
ZCTA5 40461,60.8,13.6,19.4
ZCTA5 40464,77.4,6,13.3
ZCTA5 40468,58.8,7.5,25.7
ZCTA5 40472,53.3,14.5,21.1
ZCTA5 40475,41.9,11.6,39.1
ZCTA5 40481,55.2,24.2,14.4
ZCTA5 40484,51.5,14.8,23.1
ZCTA5 40486,56.3,11.4,19.3
ZCTA5 40489,56.6,14.5,21
ZCTA5 40502,49.9,9.5,35.1
ZCTA5 40503,47.6,10.8,36
ZCTA5 40504,36.1,13.5,42.7
ZCTA5 40505,39.2,15.1,34.7
ZCTA5 40506,0,0.2,99.6
ZCTA5 40507,29.4,16.3,44
ZCTA5 40508,11.8,9.2,74
ZCTA5 40509,53.4,11.8,29.8
ZCTA5 40510,33.8,11.7,45.6
ZCTA5 40511,43.3,14.4,35.1
ZCTA5 40513,60.9,9.2,24.6
ZCTA5 40514,62.6,9.4,23.7
ZCTA5 40515,53.4,12,30.1
ZCTA5 40516,53.6,11.5,28.4
ZCTA5 40517,34,16.1,42.3
ZCTA5 40601,47.2,14.9,29.1
ZCTA5 40604,19.6,21.5,56.3
ZCTA5 40701,48.6,16.7,22
ZCTA5 40729,54.7,7.9,17.4
ZCTA5 40734,43,21.8,22.7
ZCTA5 40737,55.5,6.7,28.3
ZCTA5 40740,49.7,15.4,29.1
ZCTA5 40741,50.5,13.8,25.7
ZCTA5 40743,43,9.9,47
ZCTA5 40744,51.1,17.6,21
ZCTA5 40759,61.5,11.3,22.3
ZCTA5 40763,48.1,20.8,29.4
ZCTA5 40769,47.2,11.2,32.1
ZCTA5 40771,52.9,19.6,14.3
ZCTA5 40801,44.2,26.6,18.9
ZCTA5 40806,50.4,14.1,20.2
ZCTA5 40807,64.8,4.9,20.8
ZCTA5 40808,57.5,27.5,15
ZCTA5 40810,46.8,12.2,18.5
ZCTA5 40813,47.5,11,19
ZCTA5 40815,71.9,3.4,20.1
ZCTA5 40816,0,100,0
ZCTA5 40818,73.3,11.1,15.6
ZCTA5 40819,52.1,14.7,22.3
ZCTA5 40820,43.9,21.4,25.2
ZCTA5 40823,49.1,13.8,20.4
ZCTA5 40824,38.6,27.1,27.4
ZCTA5 40826,63.3,7.5,4.7
ZCTA5 40827,53.7,13.6,22.1
ZCTA5 40828,44.5,18.3,25.9
ZCTA5 40829,53.5,9.6,27.3
ZCTA5 40830,60.3,11.5,3.8
ZCTA5 40831,48.1,14.5,25.5
ZCTA5 40840,63,2,7.7
ZCTA5 40843,73.8,10.4,9.2
ZCTA5 40844,65.8,0,0
ZCTA5 40845,54.9,2.6,26
ZCTA5 40847,61.6,1.6,25.9
ZCTA5 40849,72.4,5.6,18.1
ZCTA5 40854,52.7,13.2,25.3
ZCTA5 40855,52.1,11.5,24.4
ZCTA5 40856,67.3,12.8,14.6
ZCTA5 40858,36,21.5,36
ZCTA5 40862,67.5,7.4,21
ZCTA5 40863,47.1,11.3,20.5
ZCTA5 40865,54.9,9.5,25.3
ZCTA5 40868,45.2,12.9,33.6
ZCTA5 40870,50.1,13.3,29.1
ZCTA5 40873,55.2,7.3,22.5
ZCTA5 40874,60.8,10.3,19.4
ZCTA5 40902,53.8,12.2,24.3
ZCTA5 40903,54.7,10.8,27.7
ZCTA5 40906,44.2,13.3,28.2
ZCTA5 40913,46.1,28.2,24.5
ZCTA5 40914,60.6,27.5,11.9
ZCTA5 40915,52.5,7.8,29.1
ZCTA5 40921,46.9,3.9,30.1
ZCTA5 40923,44.5,26.1,17.6
ZCTA5 40927,42,11.9,28
ZCTA5 40935,47.8,17.5,20.8
ZCTA5 40939,50.3,0,0
ZCTA5 40940,50.9,8.1,28
ZCTA5 40941,60.5,13.5,22.5
ZCTA5 40943,36.9,27.9,26.1
ZCTA5 40946,65.5,12.9,21.6
ZCTA5 40949,48.9,12.9,32.9
ZCTA5 40953,51.8,14.9,20.6
ZCTA5 40958,57.4,4.3,15.2
ZCTA5 40962,48.9,10.7,26.4
ZCTA5 40964,55.6,44.4,0
ZCTA5 40965,41.1,18.9,24.4
ZCTA5 40972,57,8.8,21.1
ZCTA5 40977,47.6,14.4,25.8
ZCTA5 40979,0,32,40
ZCTA5 40982,58.7,1.5,26.7
ZCTA5 40983,53.7,19.9,14.2
ZCTA5 40988,21.5,40.3,30.8
ZCTA5 40995,37.1,6.5,22.6
ZCTA5 40997,57.4,2.4,34
ZCTA5 41001,58.7,10.2,24.7
ZCTA5 41002,58.8,12,22.4
ZCTA5 41003,58.5,10.8,19.4
ZCTA5 41004,54.7,14,18.1
ZCTA5 41005,63.2,8.4,22.8
ZCTA5 41006,58.6,7.3,22.5
ZCTA5 41007,59.9,9.4,24.9
ZCTA5 41008,47.9,13.2,28.7
ZCTA5 41010,49.8,13.6,24.9
ZCTA5 41011,36.1,15.2,39.9
ZCTA5 41014,25.2,19.6,44.2
ZCTA5 41015,44.5,16.4,30.4
ZCTA5 41016,40.6,14.2,37.8
ZCTA5 41017,53.8,10.6,30
ZCTA5 41018,43.9,13.7,33.8
ZCTA5 41030,50.9,13.7,26.9
ZCTA5 41031,50.6,11,26.7
ZCTA5 41033,69.7,8.3,16.7
ZCTA5 41034,71.4,11,13.4
ZCTA5 41035,56.2,12.8,23.9
ZCTA5 41039,63.7,11.5,17.7
ZCTA5 41040,51.1,15.2,24.1
ZCTA5 41041,53.7,13.2,22.2
ZCTA5 41042,51,12.8,28.2
ZCTA5 41043,61.4,8.5,24.9
ZCTA5 41044,51.3,14.4,22.3
ZCTA5 41045,67.9,12.4,14.1
ZCTA5 41046,50.8,9.4,33
ZCTA5 41048,64,8.5,23.4
ZCTA5 41049,61.5,12.8,18.9
ZCTA5 41051,60.2,9.7,24.1
ZCTA5 41052,66.7,0,18.7
ZCTA5 41055,61.1,4.9,24.7
ZCTA5 41056,52.5,11.2,26.1
ZCTA5 41059,55,13,26
ZCTA5 41062,100,0,0
ZCTA5 41063,53.8,11.6,24.1
ZCTA5 41064,53.7,10.2,26.5
ZCTA5 41071,32.2,17.1,41.4
ZCTA5 41073,43.3,17.6,31.7
ZCTA5 41074,46.1,12.6,33.6
ZCTA5 41075,53.4,13,26.5
ZCTA5 41076,48.8,11,33.3
ZCTA5 41080,47.4,12.9,34.6
ZCTA5 41083,44.7,19.6,27.2
ZCTA5 41085,43.5,17.4,31.7
ZCTA5 41086,61.1,12.6,18.1
ZCTA5 41091,68.1,5.4,22.3
ZCTA5 41092,58.7,8.9,26.3
ZCTA5 41093,69.2,7.5,16.9
ZCTA5 41094,57.2,12.7,25.3
ZCTA5 41095,38.6,19,31.7
ZCTA5 41097,43.3,18.5,28
ZCTA5 41098,50.6,15.8,18.6
ZCTA5 41099,0,0,100
ZCTA5 41101,49.1,15.5,26.2
ZCTA5 41102,52.2,16,22.4
ZCTA5 41121,62.3,16.9,14.4
ZCTA5 41124,57.1,14.3,21.3
ZCTA5 41129,58.5,10.5,22.5
ZCTA5 41132,64.7,6.2,12.5
ZCTA5 41135,33.7,48.3,5.6
ZCTA5 41139,53.7,12.7,20.3
ZCTA5 41141,64.5,12.9,12.3
ZCTA5 41142,100,0,0
ZCTA5 41143,50.7,12.9,25.9
ZCTA5 41144,56.6,12,22.7
ZCTA5 41146,60,3.1,27
ZCTA5 41149,62.3,3.9,22.1
ZCTA5 41159,65.3,4.6,10.7
ZCTA5 41164,53.4,14.4,22.4
ZCTA5 41166,75,4.9,18
ZCTA5 41168,56.7,10.5,20.8
ZCTA5 41169,51.6,14.1,23.1
ZCTA5 41171,40.5,18.4,27.1
ZCTA5 41174,62.2,10.6,18.5
ZCTA5 41175,57.9,11.3,19.2
ZCTA5 41179,55.3,14.3,19
ZCTA5 41180,58.9,6.2,19.8
ZCTA5 41183,51.6,11,24.1
ZCTA5 41189,61.3,5.9,22.7
ZCTA5 41201,59.3,5.4,19.2
ZCTA5 41203,45,17.7,28.3
ZCTA5 41204,72,6.8,15.3
ZCTA5 41214,72.1,6,8.6
ZCTA5 41216,60.8,13,21.9
ZCTA5 41219,53.7,15.3,16.7
ZCTA5 41222,66.1,9,12.9
ZCTA5 41224,48.7,14.4,28.7
ZCTA5 41226,77.7,7.6,11.3
ZCTA5 41230,54.8,12.1,21
ZCTA5 41231,63.3,12.7,15.2
ZCTA5 41232,46.1,14.8,26.3
ZCTA5 41234,59.8,5.1,30.6
ZCTA5 41238,71.2,2.6,15
ZCTA5 41240,44.1,17.2,27.1
ZCTA5 41250,60.4,8.1,18.3
ZCTA5 41254,61.8,4,19.3
ZCTA5 41255,50.1,15.7,20.9
ZCTA5 41256,67.8,6.5,20.3
ZCTA5 41257,52.8,14.3,30.3
ZCTA5 41260,45,16,23.3
ZCTA5 41262,47.1,0,27
ZCTA5 41263,59.7,13.8,20.9
ZCTA5 41264,45.7,5.3,32.6
ZCTA5 41265,45.6,9.4,26.2
ZCTA5 41267,56.2,9.6,23.5
ZCTA5 41268,52.7,15.3,13
ZCTA5 41271,89.2,0,7.2
ZCTA5 41274,61.3,16.8,20.2
ZCTA5 41301,49.6,14.7,24.3
ZCTA5 41311,43.4,12.9,27.1
ZCTA5 41314,49,11.7,25.9
ZCTA5 41317,24.2,27.3,36.4
ZCTA5 41332,59.2,15,16.8
ZCTA5 41339,49.3,13.1,26.2
ZCTA5 41348,48.4,11.6,31.8
ZCTA5 41352,61.2,18,11.4
ZCTA5 41360,28.5,30.3,35.9
ZCTA5 41365,39.6,21.7,20.1
ZCTA5 41366,0,34.2,15.8
ZCTA5 41367,46.8,28.8,18.7
ZCTA5 41385,61.6,4.5,20.1
ZCTA5 41390,47.4,52.6,0
ZCTA5 41397,100,0,0
ZCTA5 41408,64.6,6.9,14.7
ZCTA5 41421,42.4,37.5,9.7
ZCTA5 41425,71.1,8.6,12.6
ZCTA5 41464,52.7,7,23.7
ZCTA5 41465,56.9,12.1,20
ZCTA5 41472,49.1,16,26.7
ZCTA5 41501,52.8,13.5,23.1
ZCTA5 41503,63.8,3,13.1
ZCTA5 41512,40.4,23.6,23.2
ZCTA5 41513,37.4,11.8,32.5
ZCTA5 41514,54.3,13,22.6
ZCTA5 41517,62.9,0,35
ZCTA5 41519,55.6,11.2,16.5
ZCTA5 41522,49,15.1,19.6
ZCTA5 41524,58,17.8,14
ZCTA5 41526,59.3,0,0
ZCTA5 41527,70.9,8.1,19
ZCTA5 41528,45.8,14.4,24.6
ZCTA5 41531,54.9,10.9,22.8
ZCTA5 41534,59.7,18.9,15.6
ZCTA5 41535,56,17.6,8.5
ZCTA5 41537,54.2,9.6,25.9
ZCTA5 41538,74.4,25.6,0
ZCTA5 41539,59.3,13.2,23.4
ZCTA5 41540,49.6,7.5,19.2
ZCTA5 41543,53.6,7.4,33.9
ZCTA5 41544,41.6,18.7,25.8
ZCTA5 41547,29,19.1,5.1
ZCTA5 41548,56.1,14.8,20.2
ZCTA5 41553,64.5,14.1,7.3
ZCTA5 41554,49.3,20.4,14.3
ZCTA5 41555,39.5,11.5,27.2
ZCTA5 41557,65.5,7.8,15.7
ZCTA5 41558,56,7,25.5
ZCTA5 41559,59.7,10.1,6
ZCTA5 41560,29.2,17.8,4.5
ZCTA5 41562,56.6,11.6,19.8
ZCTA5 41563,59.2,11.4,17.2
ZCTA5 41564,56.2,18.9,18.1
ZCTA5 41566,70.2,5.3,13.8
ZCTA5 41567,10.7,35.6,14.6
ZCTA5 41568,29.1,17.1,36.7
ZCTA5 41571,55.5,10.8,24.1
ZCTA5 41572,62.9,11,13.2
ZCTA5 41601,59.8,5.2,19
ZCTA5 41602,61.8,5,27.8
ZCTA5 41603,54.3,17.1,18.7
ZCTA5 41604,51.6,18.4,3.8
ZCTA5 41605,52,18.8,23.5
ZCTA5 41606,67.7,11.4,14.1
ZCTA5 41607,39.9,15.3,20.8
ZCTA5 41612,48.2,10.6,41.2
ZCTA5 41615,44.5,7.4,24.8
ZCTA5 41616,24.8,31.3,27
ZCTA5 41619,64.8,8.9,4.7
ZCTA5 41621,28.6,52,8.7
ZCTA5 41622,58.7,5.1,31.1
ZCTA5 41630,53.7,10.1,23.7
ZCTA5 41631,47.2,16.8,31.1
ZCTA5 41632,66.3,3.5,19.1
ZCTA5 41635,60.4,10.6,19.2
ZCTA5 41636,48,15.2,26
ZCTA5 41640,56,4.3,27.4
ZCTA5 41642,50.8,38.2,7.6
ZCTA5 41643,80,0,8.6
ZCTA5 41645,65.5,3.8,20.7
ZCTA5 41647,41.8,10.2,28.5
ZCTA5 41649,41.3,18.6,28.3
ZCTA5 41650,49.4,15,16
ZCTA5 41653,47,15.6,27.2
ZCTA5 41655,50.9,10.6,27.9
ZCTA5 41659,45.4,26.9,15
ZCTA5 41660,66.8,6.8,26.4
ZCTA5 41663,51.4,14,31.4
ZCTA5 41666,49.3,20,14.6
ZCTA5 41667,49.1,8.8,40.2
ZCTA5 41669,34.9,17.2,33.4
ZCTA5 41701,51.5,14.6,21.7
ZCTA5 41712,62.9,0,37.1
ZCTA5 41713,0,0,0
ZCTA5 41714,31.3,0,68.7
ZCTA5 41719,57.5,8.4,11.6
ZCTA5 41721,45.9,23.8,22.4
ZCTA5 41722,48.5,12.9,26.3
ZCTA5 41723,50.6,18.7,15.6
ZCTA5 41725,55.5,13.6,0
ZCTA5 41727,44.7,19.3,26.8
ZCTA5 41729,55.6,0,44.4
ZCTA5 41731,56.9,7.9,24.6
ZCTA5 41735,60.6,3.6,9.5
ZCTA5 41739,25,25,42.9
ZCTA5 41740,54.9,16.8,26.1
ZCTA5 41745,74.8,7.3,7.7
ZCTA5 41746,43.3,20.3,22.1
ZCTA5 41749,52.1,12.8,20.5
ZCTA5 41751,75.4,6.8,16.6
ZCTA5 41754,74.3,0,23
ZCTA5 41759,54,22.2,18.5
ZCTA5 41760,0,0,0
ZCTA5 41762,100,0,0
ZCTA5 41763,60.5,10.3,19.8
ZCTA5 41764,79.7,6.8,6.4
ZCTA5 41766,69,0,18.6
ZCTA5 41772,64,0,29.7
ZCTA5 41773,48.6,7.6,29.4
ZCTA5 41774,55.4,15.6,20.1
ZCTA5 41775,80,0,20
ZCTA5 41776,33.1,11.8,39.7
ZCTA5 41777,50.1,12.3,28.5
ZCTA5 41804,73.4,6.8,10.8
ZCTA5 41810,62.4,14,3.2
ZCTA5 41812,34.8,18.6,19.5
ZCTA5 41815,41,9.6,31.5
ZCTA5 41817,78.1,0,21.9
ZCTA5 41819,69.6,23,3.5
ZCTA5 41821,69.8,6.2,12.7
ZCTA5 41822,50.9,10.1,23.1
ZCTA5 41824,66.3,16.2,12
ZCTA5 41825,35.3,20.6,21.9
ZCTA5 41826,67.6,6.6,9.8
ZCTA5 41828,45.2,12.8,24.7
ZCTA5 41831,62.4,7.2,22
ZCTA5 41832,41.3,19.3,39.4
ZCTA5 41833,57.6,13.6,22.3
ZCTA5 41834,50.8,8.2,21.1
ZCTA5 41835,49.1,3.5,26.8
ZCTA5 41836,65.3,10.1,22.3
ZCTA5 41837,64.1,10.2,20.8
ZCTA5 41838,33.1,15.4,24.9
ZCTA5 41839,53,11.5,23.1
ZCTA5 41840,48.5,13.2,25.9
ZCTA5 41843,46.4,26.3,13
ZCTA5 41844,24.6,5,57.9
ZCTA5 41845,5.2,25,35.4
ZCTA5 41847,47.2,22.7,12
ZCTA5 41848,-,-,-
ZCTA5 41849,56,16,0
ZCTA5 41855,55.4,2.9,6.6
ZCTA5 41858,52.2,16.3,20.3
ZCTA5 41859,69.3,11.5,12.6
ZCTA5 41861,77.2,5.4,17.4
ZCTA5 41862,56.7,8.5,26.9
ZCTA5 42001,48.9,14.1,26.4
ZCTA5 42003,47.7,16.1,24.6
ZCTA5 42020,67.1,9.1,18.5
ZCTA5 42021,47.9,16.9,27.4
ZCTA5 42022,65.3,0,34.7
ZCTA5 42023,55.4,13,19.6
ZCTA5 42024,49.9,13,24.8
ZCTA5 42025,58.5,12.1,19.5
ZCTA5 42027,65.4,18.3,10.3
ZCTA5 42028,66.4,0,24.2
ZCTA5 42029,58.5,10.2,22.2
ZCTA5 42031,51,12.7,21.8
ZCTA5 42032,18.7,15.5,58
ZCTA5 42035,63.8,3.4,18.6
ZCTA5 42036,60.7,14.5,16.1
ZCTA5 42037,41,36.1,23
ZCTA5 42038,44.8,21.3,25.1
ZCTA5 42039,58.4,11.9,19.7
ZCTA5 42040,57.1,15.2,20.9
ZCTA5 42041,42.9,16.5,26.7
ZCTA5 42044,69.4,13.1,10
ZCTA5 42045,58.8,12.3,18.9
ZCTA5 42047,60.8,16.4,19.8
ZCTA5 42048,54.6,15.1,25.2
ZCTA5 42049,55.1,17.8,19.3
ZCTA5 42050,40.2,10.6,33.7
ZCTA5 42051,68.5,9.9,16.7
ZCTA5 42053,53.6,15.1,21.1
ZCTA5 42054,71.2,10.2,9.3
ZCTA5 42055,57,15.6,13.3
ZCTA5 42056,51.1,14.1,24.4
ZCTA5 42058,63.5,9.1,17.5
ZCTA5 42060,0,0,0
ZCTA5 42061,0,26.2,57.1
ZCTA5 42064,55.3,13.8,21.8
ZCTA5 42066,48.7,13.2,26.5
ZCTA5 42069,62.5,2.5,29.1
ZCTA5 42071,41,11.1,39.5
ZCTA5 42076,52.1,18.1,15.3
ZCTA5 42078,55.3,13.7,16.2
ZCTA5 42079,53.5,8.5,29.9
ZCTA5 42081,61.6,13.8,14
ZCTA5 42082,62.3,14.2,18.7
ZCTA5 42083,93.6,0,0
ZCTA5 42084,15.8,37.7,36.8
ZCTA5 42085,63,11.7,19
ZCTA5 42086,46.5,14.3,28.3
ZCTA5 42087,56.3,7.6,23.6
ZCTA5 42088,61.4,9.1,18.8
ZCTA5 42101,35.8,11.8,45.9
ZCTA5 42102,0,47.4,52.6
ZCTA5 42103,58,11.4,23.5
ZCTA5 42104,53.6,11.6,27.6
ZCTA5 42120,56.9,10.2,26.3
ZCTA5 42122,68.3,7.8,17.9
ZCTA5 42123,38.8,23,27.4
ZCTA5 42124,-,-,-
ZCTA5 42127,51.5,12.3,26.7
ZCTA5 42129,57.5,13.5,22.6
ZCTA5 42130,51.7,7.2,41.1
ZCTA5 42133,60.4,11.7,17.3
ZCTA5 42134,52.6,14.2,25.7
ZCTA5 42140,66.2,9.1,16.1
ZCTA5 42141,52.4,14.1,22.5
ZCTA5 42151,85.9,14.1,0
ZCTA5 42153,44.1,12,31.4
ZCTA5 42154,69.4,5.1,20.6
ZCTA5 42156,65.7,8.6,10.1
ZCTA5 42157,62.8,16.1,17.9
ZCTA5 42159,69.2,13,12.3
ZCTA5 42160,56.4,11.2,27
ZCTA5 42163,0,0,0
ZCTA5 42164,57.4,12.2,22.6
ZCTA5 42166,52.5,6.1,27.9
ZCTA5 42167,54.1,13.1,20.8
ZCTA5 42170,58,11.6,23.6
ZCTA5 42171,62.8,9.5,21.4
ZCTA5 42202,61.6,8.6,18.1
ZCTA5 42204,57.4,10.1,23.3
ZCTA5 42206,58.8,14.2,19.8
ZCTA5 42207,53.4,8.8,20
ZCTA5 42210,56.7,15.9,13.2
ZCTA5 42211,56.1,16.4,18.5
ZCTA5 42214,57.9,12.5,23.8
ZCTA5 42215,70.3,6.1,18.9
ZCTA5 42217,59.9,12.9,19.2
ZCTA5 42220,52.5,16.2,22.1
ZCTA5 42223,52.9,2.6,43.9
ZCTA5 42232,79.4,2.8,4.3
ZCTA5 42234,52.2,12.2,30
ZCTA5 42236,45.9,1.7,28.6
ZCTA5 42240,45.2,14.3,29.8
ZCTA5 42254,57.1,6,27.4
ZCTA5 42256,63.1,9.3,21.7
ZCTA5 42259,52,6.4,35.4
ZCTA5 42261,54.8,9.5,23.8
ZCTA5 42262,51.6,14.6,27.2
ZCTA5 42265,46.6,10.4,34
ZCTA5 42266,65.1,8.5,22.6
ZCTA5 42273,46.8,16.9,25.1
ZCTA5 42274,54.4,16.1,23.1
ZCTA5 42275,59.6,10.7,24.4
ZCTA5 42276,47.7,15.9,23.9
ZCTA5 42280,50,19.7,19.7
ZCTA5 42285,59.3,0,16.7
ZCTA5 42286,64.4,5.4,22.6
ZCTA5 42301,47.5,14.6,28.4
ZCTA5 42303,52.3,13.1,25.5
ZCTA5 42320,57.5,11.5,20.2
ZCTA5 42321,43.6,21.8,10.4
ZCTA5 42322,100,0,0
ZCTA5 42323,55.2,12.5,26.2
ZCTA5 42324,68.6,8.4,11.9
ZCTA5 42325,60.3,11.5,18.8
ZCTA5 42326,35.7,28.1,30.4
ZCTA5 42327,62.2,14.3,16.8
ZCTA5 42328,61.4,11,16
